name_state,DTNASC,metrica,valor
Minas Gerais,2005,Mínimo,0
Minas Gerais,2005,25 percentil,36.7
Minas Gerais,2005,Mediana,55.4
Minas Gerais,2005,75 percentil,71.95
Minas Gerais,2005,Máximo,99.2
Paraná,2005,Mínimo,2.6
Paraná,2005,25 percentil,59.075
Paraná,2005,Mediana,71.35
Paraná,2005,75 percentil,84.4
Paraná,2005,Máximo,100
Paraíba,2005,Mínimo,0
Paraíba,2005,25 percentil,21.4
Paraíba,2005,Mediana,38.8
Paraíba,2005,75 percentil,54
Paraíba,2005,Máximo,100
Pará,2005,Mínimo,0
Pará,2005,25 percentil,7.3
Pará,2005,Mediana,14.8
Pará,2005,75 percentil,27.9
Pará,2005,Máximo,91
Pernambuco,2005,Mínimo,0.7
Pernambuco,2005,25 percentil,16.1
Pernambuco,2005,Mediana,29.1
Pernambuco,2005,75 percentil,43.825
Pernambuco,2005,Máximo,87.9
Piauí,2005,Mínimo,0.5
Piauí,2005,25 percentil,11.85
Piauí,2005,Mediana,21.9
Piauí,2005,75 percentil,30.55
Piauí,2005,Máximo,72.9
Rio Grande do Norte,2005,Mínimo,0
Rio Grande do Norte,2005,25 percentil,24.15
Rio Grande do Norte,2005,Mediana,32.9
Rio Grande do Norte,2005,75 percentil,46.8
Rio Grande do Norte,2005,Máximo,100
Rio Grande do Sul,2005,Mínimo,0
Rio Grande do Sul,2005,25 percentil,53.85
Rio Grande do Sul,2005,Mediana,66.85
Rio Grande do Sul,2005,75 percentil,81
Rio Grande do Sul,2005,Máximo,99.2
Rio de Janeiro,2005,Mínimo,0.8
Rio de Janeiro,2005,25 percentil,51.4
Rio de Janeiro,2005,Mediana,64.9
Rio de Janeiro,2005,75 percentil,75.7
Rio de Janeiro,2005,Máximo,99
Rondônia,2005,Mínimo,2.2
Rondônia,2005,25 percentil,20.875
Rondônia,2005,Mediana,32.9
Rondônia,2005,75 percentil,39.65
Rondônia,2005,Máximo,56.8
Roraima,2005,Mínimo,2.4
Roraima,2005,25 percentil,11
Roraima,2005,Mediana,14.8
Roraima,2005,75 percentil,16.7
Roraima,2005,Máximo,51.4
Santa Catarina,2005,Mínimo,23
Santa Catarina,2005,25 percentil,46.7
Santa Catarina,2005,Mediana,63
Santa Catarina,2005,75 percentil,77.05
Santa Catarina,2005,Máximo,99.1
Sergipe,2005,Mínimo,0
Sergipe,2005,25 percentil,9.1
Sergipe,2005,Mediana,23.5
Sergipe,2005,75 percentil,38
Sergipe,2005,Máximo,70.3
São Paulo,2005,Mínimo,0
São Paulo,2005,25 percentil,64.2
São Paulo,2005,Mediana,77.6
São Paulo,2005,75 percentil,87.4
São Paulo,2005,Máximo,100
Tocantins,2005,Mínimo,4.2
Tocantins,2005,25 percentil,18.8
Tocantins,2005,Mediana,34
Tocantins,2005,75 percentil,46.8
Tocantins,2005,Máximo,99.1
Acre,2006,Mínimo,1.1
Acre,2006,25 percentil,3.7
Acre,2006,Mediana,7.1
Acre,2006,75 percentil,17.9
Acre,2006,Máximo,63.1
Alagoas,2006,Mínimo,3.1
Alagoas,2006,25 percentil,17.375
Alagoas,2006,Mediana,27.5
Alagoas,2006,75 percentil,38.85
Alagoas,2006,Máximo,87.2
Amapá,2006,Mínimo,6.5
Amapá,2006,25 percentil,14.8
Amapá,2006,Mediana,15.7
Amapá,2006,75 percentil,20.4
Amapá,2006,Máximo,24.8
Amazonas,2006,Mínimo,0
Amazonas,2006,25 percentil,9.5
Amazonas,2006,Mediana,16.2
Amazonas,2006,75 percentil,26
Amazonas,2006,Máximo,60.7
Bahia,2006,Mínimo,0.4
Bahia,2006,25 percentil,15.85
Bahia,2006,Mediana,25.05
Bahia,2006,75 percentil,36.7
Bahia,2006,Máximo,100
Ceará,2006,Mínimo,4.7
Ceará,2006,25 percentil,29.475
Ceará,2006,Mediana,42.95
Ceará,2006,75 percentil,57.325
Ceará,2006,Máximo,100
Distrito Federal,2006,Mínimo,52.7
Distrito Federal,2006,25 percentil,52.7
Distrito Federal,2006,Mediana,52.7
Distrito Federal,2006,75 percentil,52.7
Distrito Federal,2006,Máximo,52.7
Espírito Santo,2006,Mínimo,5.4
Espírito Santo,2006,25 percentil,45.3
Espírito Santo,2006,Mediana,56.7
Espírito Santo,2006,75 percentil,70.625
Espírito Santo,2006,Máximo,93.2
Goiás,2006,Mínimo,0.8
Goiás,2006,25 percentil,53.275
Goiás,2006,Mediana,65.1
Goiás,2006,75 percentil,76.925
Goiás,2006,Máximo,100
Maranhão,2006,Mínimo,0
Maranhão,2006,25 percentil,7.9
Maranhão,2006,Mediana,14.4
Maranhão,2006,75 percentil,27.8
Maranhão,2006,Máximo,99.1
Mato Grosso,2006,Mínimo,5
Mato Grosso,2006,25 percentil,43.7
Mato Grosso,2006,Mediana,56.5
Mato Grosso,2006,75 percentil,73.6
Mato Grosso,2006,Máximo,97.7
Mato Grosso do Sul,2006,Mínimo,11.7
Mato Grosso do Sul,2006,25 percentil,38.55
Mato Grosso do Sul,2006,Mediana,56.5
Mato Grosso do Sul,2006,75 percentil,65.1
Mato Grosso do Sul,2006,Máximo,92.2
Minas Gerais,2006,Mínimo,1.4
Minas Gerais,2006,25 percentil,41.425
Minas Gerais,2006,Mediana,59.2
Minas Gerais,2006,75 percentil,72.275
Minas Gerais,2006,Máximo,100
Paraná,2006,Mínimo,2.4
Paraná,2006,25 percentil,62.8
Paraná,2006,Mediana,73.25
Paraná,2006,75 percentil,86.175
Paraná,2006,Máximo,99.6
Paraíba,2006,Mínimo,0
Paraíba,2006,25 percentil,32.925
Paraíba,2006,Mediana,42
Paraíba,2006,75 percentil,57.625
Paraíba,2006,Máximo,98.6
Pará,2006,Mínimo,0.9
Pará,2006,25 percentil,10
Pará,2006,Mediana,16.1
Pará,2006,75 percentil,30.3
Pará,2006,Máximo,84.5
Pernambuco,2006,Mínimo,0
Pernambuco,2006,25 percentil,16.775
Pernambuco,2006,Mediana,31.85
Pernambuco,2006,75 percentil,46.35
Pernambuco,2006,Máximo,96.1
Piauí,2006,Mínimo,1.6
Piauí,2006,25 percentil,13.4
Piauí,2006,Mediana,26.7
Piauí,2006,75 percentil,37.85
Piauí,2006,Máximo,73.6
Rio Grande do Norte,2006,Mínimo,0
Rio Grande do Norte,2006,25 percentil,28.925
Rio Grande do Norte,2006,Mediana,45.2
Rio Grande do Norte,2006,75 percentil,55.4
Rio Grande do Norte,2006,Máximo,99.2
Rio Grande do Sul,2006,Mínimo,29
Rio Grande do Sul,2006,25 percentil,60.175
Rio Grande do Sul,2006,Mediana,73.2
Rio Grande do Sul,2006,75 percentil,83.75
Rio Grande do Sul,2006,Máximo,100
Rio de Janeiro,2006,Mínimo,9.8
Rio de Janeiro,2006,25 percentil,48.75
Rio de Janeiro,2006,Mediana,64.5
Rio de Janeiro,2006,75 percentil,75.8
Rio de Janeiro,2006,Máximo,99.7
Rondônia,2006,Mínimo,11.6
Rondônia,2006,25 percentil,19.275
Rondônia,2006,Mediana,30.45
Rondônia,2006,75 percentil,44.825
Rondônia,2006,Máximo,62.5
Roraima,2006,Mínimo,2
Roraima,2006,25 percentil,10.5
Roraima,2006,Mediana,12.2
Roraima,2006,75 percentil,14.1
Roraima,2006,Máximo,41.5
Santa Catarina,2006,Mínimo,22.6
Santa Catarina,2006,25 percentil,52.275
Santa Catarina,2006,Mediana,68.65
Santa Catarina,2006,75 percentil,80.425
Santa Catarina,2006,Máximo,99.1
Sergipe,2006,Mínimo,2
Sergipe,2006,25 percentil,14
Sergipe,2006,Mediana,36.6
Sergipe,2006,75 percentil,46.7
Sergipe,2006,Máximo,66.2
São Paulo,2006,Mínimo,1.3
São Paulo,2006,25 percentil,65.5
São Paulo,2006,Mediana,77.2
São Paulo,2006,75 percentil,85.8
São Paulo,2006,Máximo,100
Tocantins,2006,Mínimo,8.3
Tocantins,2006,25 percentil,18.475
Tocantins,2006,Mediana,31.7
Tocantins,2006,75 percentil,45.175
Tocantins,2006,Máximo,77.8
Acre,2007,Mínimo,1.9
Acre,2007,25 percentil,5.6
Acre,2007,Mediana,11.5
Acre,2007,75 percentil,22.125
Acre,2007,Máximo,70.3
Alagoas,2007,Mínimo,2.2
Alagoas,2007,25 percentil,16.425
Alagoas,2007,Mediana,27.4
Alagoas,2007,75 percentil,37.725
Alagoas,2007,Máximo,90.9
Amapá,2007,Mínimo,8.3
Amapá,2007,25 percentil,14.35
Amapá,2007,Mediana,20.6
Amapá,2007,75 percentil,23.25
Amapá,2007,Máximo,27.9
Amazonas,2007,Mínimo,0.4
Amazonas,2007,25 percentil,11.375
Amazonas,2007,Mediana,19.45
Amazonas,2007,75 percentil,25.075
Amazonas,2007,Máximo,63.2
Bahia,2007,Mínimo,0.6
Bahia,2007,25 percentil,17.9
Bahia,2007,Mediana,26.7
Bahia,2007,75 percentil,38.5
Bahia,2007,Máximo,99.3
Ceará,2007,Mínimo,5.7
Ceará,2007,25 percentil,38.8
Ceará,2007,Mediana,50.5
Ceará,2007,75 percentil,64.85
Ceará,2007,Máximo,92.9
Distrito Federal,2007,Mínimo,58
Distrito Federal,2007,25 percentil,58
Distrito Federal,2007,Mediana,58
Distrito Federal,2007,75 percentil,58
Distrito Federal,2007,Máximo,58
Espírito Santo,2007,Mínimo,7.2
Espírito Santo,2007,25 percentil,46.95
Espírito Santo,2007,Mediana,63.25
Espírito Santo,2007,75 percentil,74.4
Espírito Santo,2007,Máximo,95.5
Goiás,2007,Mínimo,0.8
Goiás,2007,25 percentil,52.825
Goiás,2007,Mediana,65.1
Goiás,2007,75 percentil,77
Goiás,2007,Máximo,100
Maranhão,2007,Mínimo,0.6
Maranhão,2007,25 percentil,8.1
Maranhão,2007,Mediana,17.3
Maranhão,2007,75 percentil,34.3
Maranhão,2007,Máximo,98.6
Mato Grosso,2007,Mínimo,5.6
Mato Grosso,2007,25 percentil,45.325
Mato Grosso,2007,Mediana,55.8
Mato Grosso,2007,75 percentil,73.8
Mato Grosso,2007,Máximo,98.1
Mato Grosso do Sul,2007,Mínimo,5.7
Mato Grosso do Sul,2007,25 percentil,42.8
Mato Grosso do Sul,2007,Mediana,59.65
Mato Grosso do Sul,2007,75 percentil,71.95
Mato Grosso do Sul,2007,Máximo,97.1
Minas Gerais,2007,Mínimo,3.2
Minas Gerais,2007,25 percentil,44.825
Minas Gerais,2007,Mediana,60.45
Minas Gerais,2007,75 percentil,73.775
Minas Gerais,2007,Máximo,100
Paraná,2007,Mínimo,3.8
Paraná,2007,25 percentil,61.2
Paraná,2007,Mediana,74.2
Paraná,2007,75 percentil,87.05
Paraná,2007,Máximo,99.5
Paraíba,2007,Mínimo,3.8
Paraíba,2007,25 percentil,36.425
Paraíba,2007,Mediana,43.55
Paraíba,2007,75 percentil,56.325
Paraíba,2007,Máximo,98.5
Pará,2007,Mínimo,2.2
Pará,2007,25 percentil,8.8
Pará,2007,Mediana,15
Pará,2007,75 percentil,28.9
Pará,2007,Máximo,82
Pernambuco,2007,Mínimo,0.4
Pernambuco,2007,25 percentil,18.25
Pernambuco,2007,Mediana,32.2
Pernambuco,2007,75 percentil,47.5
Pernambuco,2007,Máximo,96.7
Piauí,2007,Mínimo,5.2
Piauí,2007,25 percentil,15.8
Piauí,2007,Mediana,27
Piauí,2007,75 percentil,49.1
Piauí,2007,Máximo,67.9
Rio Grande do Norte,2007,Mínimo,0
Rio Grande do Norte,2007,25 percentil,33.9
Rio Grande do Norte,2007,Mediana,42.7
Rio Grande do Norte,2007,75 percentil,56.3
Rio Grande do Norte,2007,Máximo,100
Rio Grande do Sul,2007,Mínimo,31.7
Rio Grande do Sul,2007,25 percentil,63.6
Rio Grande do Sul,2007,Mediana,75.5
Rio Grande do Sul,2007,75 percentil,83.7
Rio Grande do Sul,2007,Máximo,99.8
Rio de Janeiro,2007,Mínimo,2.1
Rio de Janeiro,2007,25 percentil,49.95
Rio de Janeiro,2007,Mediana,60.8
Rio de Janeiro,2007,75 percentil,74.85
Rio de Janeiro,2007,Máximo,99.4
Rondônia,2007,Mínimo,10.9
Rondônia,2007,25 percentil,21.7
Rondônia,2007,Mediana,35.45
Rondônia,2007,75 percentil,50.95
Rondônia,2007,Máximo,64.7
Roraima,2007,Mínimo,8
Roraima,2007,25 percentil,11.25
Roraima,2007,Mediana,11.95
Roraima,2007,75 percentil,16.475
Roraima,2007,Máximo,40.5
Santa Catarina,2007,Mínimo,25.6
Santa Catarina,2007,25 percentil,52.95
Santa Catarina,2007,Mediana,67.55
Santa Catarina,2007,75 percentil,79.6
Santa Catarina,2007,Máximo,97.5
Sergipe,2007,Mínimo,5.5
Sergipe,2007,25 percentil,17.3
Sergipe,2007,Mediana,23.8
Sergipe,2007,75 percentil,37.95
Sergipe,2007,Máximo,87
São Paulo,2007,Mínimo,2.7
São Paulo,2007,25 percentil,68.225
São Paulo,2007,Mediana,78.35
São Paulo,2007,75 percentil,85.525
São Paulo,2007,Máximo,99.5
Tocantins,2007,Mínimo,9.7
Tocantins,2007,25 percentil,22.6
Tocantins,2007,Mediana,34.45
Tocantins,2007,75 percentil,46.5
Tocantins,2007,Máximo,82.7
Acre,2008,Mínimo,3.7
Acre,2008,25 percentil,7.1
Acre,2008,Mediana,15.2
Acre,2008,75 percentil,24.2
Acre,2008,Máximo,38
Alagoas,2008,Mínimo,4.8
Alagoas,2008,25 percentil,19.2
Alagoas,2008,Mediana,32.9
Alagoas,2008,75 percentil,47.5
Alagoas,2008,Máximo,86.8
Amapá,2008,Mínimo,8.3
Amapá,2008,25 percentil,10.95
Amapá,2008,Mediana,18.2
Amapá,2008,75 percentil,23.45
Amapá,2008,Máximo,29.1
Amazonas,2008,Mínimo,1.4
Amazonas,2008,25 percentil,14.575
Amazonas,2008,Mediana,23
Amazonas,2008,75 percentil,30.925
Amazonas,2008,Máximo,67
Bahia,2008,Mínimo,1.6
Bahia,2008,25 percentil,20.55
Bahia,2008,Mediana,30.25
Bahia,2008,75 percentil,42.4
Bahia,2008,Máximo,99.3
Ceará,2008,Mínimo,1.3
Ceará,2008,25 percentil,45.025
Ceará,2008,Mediana,55.55
Ceará,2008,75 percentil,69.025
Ceará,2008,Máximo,95.7
Distrito Federal,2008,Mínimo,59.7
Distrito Federal,2008,25 percentil,59.7
Distrito Federal,2008,Mediana,59.7
Distrito Federal,2008,75 percentil,59.7
Distrito Federal,2008,Máximo,59.7
Espírito Santo,2008,Mínimo,13.8
Espírito Santo,2008,25 percentil,47.2
Espírito Santo,2008,Mediana,64.8
Espírito Santo,2008,75 percentil,72.9
Espírito Santo,2008,Máximo,97.1
Goiás,2008,Mínimo,16.2
Goiás,2008,25 percentil,56.175
Goiás,2008,Mediana,65
Goiás,2008,75 percentil,82.55
Goiás,2008,Máximo,100
Maranhão,2008,Mínimo,0
Maranhão,2008,25 percentil,9.425
Maranhão,2008,Mediana,16.35
Maranhão,2008,75 percentil,29.625
Maranhão,2008,Máximo,100
Mato Grosso,2008,Mínimo,20.3
Mato Grosso,2008,25 percentil,46.55
Mato Grosso,2008,Mediana,63.45
Mato Grosso,2008,75 percentil,79.25
Mato Grosso,2008,Máximo,97.5
Mato Grosso do Sul,2008,Mínimo,17.1
Mato Grosso do Sul,2008,25 percentil,43.85
Mato Grosso do Sul,2008,Mediana,60.1
Mato Grosso do Sul,2008,75 percentil,71.525
Mato Grosso do Sul,2008,Máximo,98.6
Minas Gerais,2008,Mínimo,9.1
Minas Gerais,2008,25 percentil,47.2
Minas Gerais,2008,Mediana,62.45
Minas Gerais,2008,75 percentil,76.575
Minas Gerais,2008,Máximo,100
Paraná,2008,Mínimo,0.6
Paraná,2008,25 percentil,64.45
Paraná,2008,Mediana,76.9
Paraná,2008,75 percentil,88.55
Paraná,2008,Máximo,100
Paraíba,2008,Mínimo,5.7
Paraíba,2008,25 percentil,37.5
Paraíba,2008,Mediana,55
Paraíba,2008,75 percentil,61.25
Paraíba,2008,Máximo,99.2
Pará,2008,Mínimo,2
Pará,2008,25 percentil,11.2
Pará,2008,Mediana,17.9
Pará,2008,75 percentil,28.3
Pará,2008,Máximo,68.4
Pernambuco,2008,Mínimo,0.4
Pernambuco,2008,25 percentil,22.9
Pernambuco,2008,Mediana,36.2
Pernambuco,2008,75 percentil,47.8
Pernambuco,2008,Máximo,98.6
Piauí,2008,Mínimo,3
Piauí,2008,25 percentil,17.95
Piauí,2008,Mediana,31.7
Piauí,2008,75 percentil,48.475
Piauí,2008,Máximo,66.3
Rio Grande do Norte,2008,Mínimo,5.4
Rio Grande do Norte,2008,25 percentil,28.35
Rio Grande do Norte,2008,Mediana,48.2
Rio Grande do Norte,2008,75 percentil,63.125
Rio Grande do Norte,2008,Máximo,99.1
Rio Grande do Sul,2008,Mínimo,39
Rio Grande do Sul,2008,25 percentil,65.7
Rio Grande do Sul,2008,Mediana,76.1
Rio Grande do Sul,2008,75 percentil,84.75
Rio Grande do Sul,2008,Máximo,99.1
Rio de Janeiro,2008,Mínimo,0.5
Rio de Janeiro,2008,25 percentil,48.75
Rio de Janeiro,2008,Mediana,57
Rio de Janeiro,2008,75 percentil,75.7
Rio de Janeiro,2008,Máximo,98.9
Rondônia,2008,Mínimo,0.3
Rondônia,2008,25 percentil,30.7
Rondônia,2008,Mediana,40.2
Rondônia,2008,75 percentil,60.5
Rondônia,2008,Máximo,72.3
Roraima,2008,Mínimo,3
Roraima,2008,25 percentil,5.9
Roraima,2008,Mediana,7.8
Roraima,2008,75 percentil,19.1
Roraima,2008,Máximo,41
Santa Catarina,2008,Mínimo,26.3
Santa Catarina,2008,25 percentil,54.525
Santa Catarina,2008,Mediana,70.45
Santa Catarina,2008,75 percentil,80.775
Santa Catarina,2008,Máximo,97.9
Sergipe,2008,Mínimo,1
Sergipe,2008,25 percentil,15.375
Sergipe,2008,Mediana,34.1
Sergipe,2008,75 percentil,39.8
Sergipe,2008,Máximo,81.4
São Paulo,2008,Mínimo,3.4
São Paulo,2008,25 percentil,71.275
São Paulo,2008,Mediana,79.9
São Paulo,2008,75 percentil,87.825
São Paulo,2008,Máximo,100
Tocantins,2008,Mínimo,4.2
Tocantins,2008,25 percentil,25.525
Tocantins,2008,Mediana,37.75
Tocantins,2008,75 percentil,46.65
Tocantins,2008,Máximo,75.8
Acre,2009,Mínimo,1.6
Acre,2009,25 percentil,7.575
Acre,2009,Mediana,14
Acre,2009,75 percentil,18.825
Acre,2009,Máximo,39.8
Alagoas,2009,Mínimo,3.8
Alagoas,2009,25 percentil,14.7
Alagoas,2009,Mediana,28
Alagoas,2009,75 percentil,40.375
Alagoas,2009,Máximo,88
Amapá,2009,Mínimo,5.3
Amapá,2009,25 percentil,13.45
Amapá,2009,Mediana,21.3
Amapá,2009,75 percentil,27.85
Amapá,2009,Máximo,31.3
Amazonas,2009,Mínimo,0.5
Amazonas,2009,25 percentil,14.35
Amazonas,2009,Mediana,21.3
Amazonas,2009,75 percentil,32.35
Amazonas,2009,Máximo,59.7
Bahia,2009,Mínimo,3.2
Bahia,2009,25 percentil,21.3
Bahia,2009,Mediana,33.6
Bahia,2009,75 percentil,43.95
Bahia,2009,Máximo,98.6
Ceará,2009,Mínimo,9.5
Ceará,2009,25 percentil,45.675
Ceará,2009,Mediana,59.15
Ceará,2009,75 percentil,72.325
Ceará,2009,Máximo,97.4
Distrito Federal,2009,Mínimo,61.7
Distrito Federal,2009,25 percentil,61.7
Distrito Federal,2009,Mediana,61.7
Distrito Federal,2009,75 percentil,61.7
Distrito Federal,2009,Máximo,61.7
Espírito Santo,2009,Mínimo,19.5
Espírito Santo,2009,25 percentil,54.075
Espírito Santo,2009,Mediana,61.8
Espírito Santo,2009,75 percentil,76.425
Espírito Santo,2009,Máximo,97.5
Goiás,2009,Mínimo,12.4
Goiás,2009,25 percentil,51.1
Goiás,2009,Mediana,66
Goiás,2009,75 percentil,77.8
Goiás,2009,Máximo,98.5
Maranhão,2009,Mínimo,0.1
Maranhão,2009,25 percentil,9.05
Maranhão,2009,Mediana,16.7
Maranhão,2009,75 percentil,26.75
Maranhão,2009,Máximo,98
Mato Grosso,2009,Mínimo,33
Mato Grosso,2009,25 percentil,53.55
Mato Grosso,2009,Mediana,66.2
Mato Grosso,2009,75 percentil,77.8
Mato Grosso,2009,Máximo,99.2
Mato Grosso do Sul,2009,Mínimo,19.9
Mato Grosso do Sul,2009,25 percentil,41.575
Mato Grosso do Sul,2009,Mediana,62.7
Mato Grosso do Sul,2009,75 percentil,73.975
Mato Grosso do Sul,2009,Máximo,98.5
Minas Gerais,2009,Mínimo,13.3
Minas Gerais,2009,25 percentil,50.9
Minas Gerais,2009,Mediana,64.55
Minas Gerais,2009,75 percentil,76.6
Minas Gerais,2009,Máximo,100
Paraná,2009,Mínimo,4.5
Paraná,2009,25 percentil,65.05
Paraná,2009,Mediana,78.3
Paraná,2009,75 percentil,87.425
Paraná,2009,Máximo,99.4
Paraíba,2009,Mínimo,18.6
Paraíba,2009,25 percentil,36.225
Paraíba,2009,Mediana,55.15
Paraíba,2009,75 percentil,61.775
Paraíba,2009,Máximo,98.2
Pará,2009,Mínimo,1.6
Pará,2009,25 percentil,12.8
Pará,2009,Mediana,19.5
Pará,2009,75 percentil,28.9
Pará,2009,Máximo,74.1
Pernambuco,2009,Mínimo,1.8
Pernambuco,2009,25 percentil,27.125
Pernambuco,2009,Mediana,39.8
Pernambuco,2009,75 percentil,52.225
Pernambuco,2009,Máximo,96.9
Piauí,2009,Mínimo,2.2
Piauí,2009,25 percentil,21.15
Piauí,2009,Mediana,29
Piauí,2009,75 percentil,42.375
Piauí,2009,Máximo,69.6
Rio Grande do Norte,2009,Mínimo,0.8
Rio Grande do Norte,2009,25 percentil,34.4
Rio Grande do Norte,2009,Mediana,46.1
Rio Grande do Norte,2009,75 percentil,59.25
Rio Grande do Norte,2009,Máximo,99.2
Rio Grande do Sul,2009,Mínimo,28.2
Rio Grande do Sul,2009,25 percentil,67.675
Rio Grande do Sul,2009,Mediana,77.5
Rio Grande do Sul,2009,75 percentil,85.6
Rio Grande do Sul,2009,Máximo,99.8
Rio de Janeiro,2009,Mínimo,0.3
Rio de Janeiro,2009,25 percentil,49.15
Rio de Janeiro,2009,Mediana,59.8
Rio de Janeiro,2009,75 percentil,77.75
Rio de Janeiro,2009,Máximo,94.2
Rondônia,2009,Mínimo,0.1
Rondônia,2009,25 percentil,30.3
Rondônia,2009,Mediana,47.8
Rondônia,2009,75 percentil,54.8
Rondônia,2009,Máximo,93.9
Roraima,2009,Mínimo,2.9
Roraima,2009,25 percentil,5.15
Roraima,2009,Mediana,11.6
Roraima,2009,75 percentil,16.75
Roraima,2009,Máximo,46.3
Santa Catarina,2009,Mínimo,10.6
Santa Catarina,2009,25 percentil,55.7
Santa Catarina,2009,Mediana,70.3
Santa Catarina,2009,75 percentil,79.4
Santa Catarina,2009,Máximo,98.8
Sergipe,2009,Mínimo,0.7
Sergipe,2009,25 percentil,10.6
Sergipe,2009,Mediana,27.6
Sergipe,2009,75 percentil,35.1
Sergipe,2009,Máximo,83.9
São Paulo,2009,Mínimo,0.5
São Paulo,2009,25 percentil,70.975
São Paulo,2009,Mediana,80.7
São Paulo,2009,75 percentil,87.425
São Paulo,2009,Máximo,100
Tocantins,2009,Mínimo,9.2
Tocantins,2009,25 percentil,28.925
Tocantins,2009,Mediana,37.75
Tocantins,2009,75 percentil,49.325
Tocantins,2009,Máximo,90.8
Acre,2010,Mínimo,3.8
Acre,2010,25 percentil,11.625
Acre,2010,Mediana,14.2
Acre,2010,75 percentil,17.9
Acre,2010,Máximo,42.9
Alagoas,2010,Mínimo,7.5
Alagoas,2010,25 percentil,19.125
Alagoas,2010,Mediana,28.1
Alagoas,2010,75 percentil,43.1
Alagoas,2010,Máximo,81.3
Amapá,2010,Mínimo,3.5
Amapá,2010,25 percentil,13.75
Amapá,2010,Mediana,21.4
Amapá,2010,75 percentil,25
Amapá,2010,Máximo,36.3
Amazonas,2010,Mínimo,0.4
Amazonas,2010,25 percentil,19
Amazonas,2010,Mediana,24.2
Amazonas,2010,75 percentil,37.4
Amazonas,2010,Máximo,64.1
Bahia,2010,Mínimo,2.7
Bahia,2010,25 percentil,25.15
Bahia,2010,Mediana,36.3
Bahia,2010,75 percentil,47.9
Bahia,2010,Máximo,98.6
Ceará,2010,Mínimo,24.6
Ceará,2010,25 percentil,53
Ceará,2010,Mediana,65.7
Ceará,2010,75 percentil,75.4
Ceará,2010,Máximo,100
Distrito Federal,2010,Mínimo,65
Distrito Federal,2010,25 percentil,65
Distrito Federal,2010,Mediana,65
Distrito Federal,2010,75 percentil,65
Distrito Federal,2010,Máximo,65
Espírito Santo,2010,Mínimo,4.3
Espírito Santo,2010,25 percentil,51.8
Espírito Santo,2010,Mediana,69.05
Espírito Santo,2010,75 percentil,78.4
Espírito Santo,2010,Máximo,100
Goiás,2010,Mínimo,12
Goiás,2010,25 percentil,54.675
Goiás,2010,Mediana,70.25
Goiás,2010,75 percentil,82.875
Goiás,2010,Máximo,99.6
Maranhão,2010,Mínimo,0
Maranhão,2010,25 percentil,10.55
Maranhão,2010,Mediana,20.7
Maranhão,2010,75 percentil,32.2
Maranhão,2010,Máximo,98.7
Mato Grosso,2010,Mínimo,29.8
Mato Grosso,2010,25 percentil,55.5
Mato Grosso,2010,Mediana,72.05
Mato Grosso,2010,75 percentil,80.275
Mato Grosso,2010,Máximo,98.3
Mato Grosso do Sul,2010,Mínimo,17.9
Mato Grosso do Sul,2010,25 percentil,40.8
Mato Grosso do Sul,2010,Mediana,62.5
Mato Grosso do Sul,2010,75 percentil,71.6
Mato Grosso do Sul,2010,Máximo,98.3
Minas Gerais,2010,Mínimo,18.6
Minas Gerais,2010,25 percentil,58.975
Minas Gerais,2010,Mediana,71.75
Minas Gerais,2010,75 percentil,81.825
Minas Gerais,2010,Máximo,100
Paraná,2010,Mínimo,18.2
Paraná,2010,25 percentil,69.525
Paraná,2010,Mediana,80.7
Paraná,2010,75 percentil,89.475
Paraná,2010,Máximo,98.9
Paraíba,2010,Mínimo,30
Paraíba,2010,25 percentil,47.175
Paraíba,2010,Mediana,60.75
Paraíba,2010,75 percentil,68.725
Paraíba,2010,Máximo,95.2
Pará,2010,Mínimo,1.9
Pará,2010,25 percentil,14.1
Pará,2010,Mediana,24.8
Pará,2010,75 percentil,33.2
Pará,2010,Máximo,76.3
Pernambuco,2010,Mínimo,4.9
Pernambuco,2010,25 percentil,30.4
Pernambuco,2010,Mediana,42.2
Pernambuco,2010,75 percentil,55
Pernambuco,2010,Máximo,86.4
Piauí,2010,Mínimo,5.4
Piauí,2010,25 percentil,22.35
Piauí,2010,Mediana,35.8
Piauí,2010,75 percentil,48.95
Piauí,2010,Máximo,74.2
Rio Grande do Norte,2010,Mínimo,13.2
Rio Grande do Norte,2010,25 percentil,32.2
Rio Grande do Norte,2010,Mediana,47.4
Rio Grande do Norte,2010,75 percentil,59.75
Rio Grande do Norte,2010,Máximo,98.5
Rio Grande do Sul,2010,Mínimo,30.8
Rio Grande do Sul,2010,25 percentil,68.6
Rio Grande do Sul,2010,Mediana,79
Rio Grande do Sul,2010,75 percentil,87.05
Rio Grande do Sul,2010,Máximo,100
Rio de Janeiro,2010,Mínimo,2.7
Rio de Janeiro,2010,25 percentil,51.15
Rio de Janeiro,2010,Mediana,65.3
Rio de Janeiro,2010,75 percentil,79.75
Rio de Janeiro,2010,Máximo,92.1
Rondônia,2010,Mínimo,0.1
Rondônia,2010,25 percentil,34.9
Rondônia,2010,Mediana,55
Rondônia,2010,75 percentil,60.4
Rondônia,2010,Máximo,95.6
Roraima,2010,Mínimo,2.3
Roraima,2010,25 percentil,10.025
Roraima,2010,Mediana,18.8
Roraima,2010,75 percentil,25.85
Roraima,2010,Máximo,44.2
Santa Catarina,2010,Mínimo,4.6
Santa Catarina,2010,25 percentil,58.55
