name_state,DTNASC,metrica,valor
Mato Grosso do Sul,2019,Mínimo,47.2
Mato Grosso do Sul,2019,25 percentil,65.7
Mato Grosso do Sul,2019,Mediana,74.2
Mato Grosso do Sul,2019,75 percentil,78.6
Mato Grosso do Sul,2019,Máximo,90.3
Minas Gerais,2019,Mínimo,49
Minas Gerais,2019,25 percentil,76.975
Minas Gerais,2019,Mediana,81.9
Minas Gerais,2019,75 percentil,85.925
Minas Gerais,2019,Máximo,95.5
Paraná,2019,Mínimo,52.5
Paraná,2019,25 percentil,80
Paraná,2019,Mediana,84.2
Paraná,2019,75 percentil,87.9
Paraná,2019,Máximo,95.3
Paraíba,2019,Mínimo,56.9
Paraíba,2019,25 percentil,73.8
Paraíba,2019,Mediana,79.5
Paraíba,2019,75 percentil,84.075
Paraíba,2019,Máximo,95.5
Pará,2019,Mínimo,18.4
Pará,2019,25 percentil,48.325
Pará,2019,Mediana,55.95
Pará,2019,75 percentil,65.95
Pará,2019,Máximo,89.2
Pernambuco,2019,Mínimo,58.3
Pernambuco,2019,25 percentil,71.575
Pernambuco,2019,Mediana,76.35
Pernambuco,2019,75 percentil,80.5
Pernambuco,2019,Máximo,90.4
Piauí,2019,Mínimo,49.2
Piauí,2019,25 percentil,62.25
Piauí,2019,Mediana,68.3
Piauí,2019,75 percentil,73.175
Piauí,2019,Máximo,90.6
Rio Grande do Norte,2019,Mínimo,56.5
Rio Grande do Norte,2019,25 percentil,70.05
Rio Grande do Norte,2019,Mediana,75.8
Rio Grande do Norte,2019,75 percentil,80.15
Rio Grande do Norte,2019,Máximo,93.8
Rio Grande do Sul,2019,Mínimo,60.7
Rio Grande do Sul,2019,25 percentil,75
Rio Grande do Sul,2019,Mediana,79.9
Rio Grande do Sul,2019,75 percentil,84
Rio Grande do Sul,2019,Máximo,96.3
Rio de Janeiro,2019,Mínimo,54.3
Rio de Janeiro,2019,25 percentil,70.775
Rio de Janeiro,2019,Mediana,76.15
Rio de Janeiro,2019,75 percentil,81
Rio de Janeiro,2019,Máximo,92.1
Rondônia,2019,Mínimo,57.3
Rondônia,2019,25 percentil,75.45
Rondônia,2019,Mediana,80.1
Rondônia,2019,75 percentil,83.2
Rondônia,2019,Máximo,87.7
Roraima,2019,Mínimo,24.7
Roraima,2019,25 percentil,28.95
Roraima,2019,Mediana,43.8
Roraima,2019,75 percentil,56.15
Roraima,2019,Máximo,66.7
Santa Catarina,2019,Mínimo,49.1
Santa Catarina,2019,25 percentil,76.625
Santa Catarina,2019,Mediana,81.2
Santa Catarina,2019,75 percentil,84.375
Santa Catarina,2019,Máximo,93.4
Sergipe,2019,Mínimo,52.1
Sergipe,2019,25 percentil,64.3
Sergipe,2019,Mediana,67.75
Sergipe,2019,75 percentil,70.9
Sergipe,2019,Máximo,83.1
São Paulo,2019,Mínimo,60.3
São Paulo,2019,25 percentil,78.775
São Paulo,2019,Mediana,82.4
São Paulo,2019,75 percentil,86.1
São Paulo,2019,Máximo,94.9
Tocantins,2019,Mínimo,46.5
Tocantins,2019,25 percentil,65.4
Tocantins,2019,Mediana,71.3
Tocantins,2019,75 percentil,76.7
Tocantins,2019,Máximo,83.4
Acre,2020,Mínimo,20.6
Acre,2020,25 percentil,47.975
Acre,2020,Mediana,54.3
Acre,2020,75 percentil,60.9
Acre,2020,Máximo,75.9
Alagoas,2020,Mínimo,45.8
Alagoas,2020,25 percentil,66.625
Alagoas,2020,Mediana,72.9
Alagoas,2020,75 percentil,78.325
Alagoas,2020,Máximo,90.1
Amapá,2020,Mínimo,33
Amapá,2020,25 percentil,37.85
Amapá,2020,Mediana,42.75
Amapá,2020,75 percentil,48
Amapá,2020,Máximo,54.2
Amazonas,2020,Mínimo,25.5
Amazonas,2020,25 percentil,45.675
Amazonas,2020,Mediana,49.05
Amazonas,2020,75 percentil,52.925
Amazonas,2020,Máximo,88.6
Bahia,2020,Mínimo,23.1
Bahia,2020,25 percentil,64.3
Bahia,2020,Mediana,69.7
Bahia,2020,75 percentil,75.1
Bahia,2020,Máximo,91.7
Ceará,2020,Mínimo,58.5
Ceará,2020,25 percentil,73.775
Ceará,2020,Mediana,78.15
Ceará,2020,75 percentil,82.125
Ceará,2020,Máximo,93.6
Distrito Federal,2020,Mínimo,76.4
Distrito Federal,2020,25 percentil,76.4
Distrito Federal,2020,Mediana,76.4
Distrito Federal,2020,75 percentil,76.4
Distrito Federal,2020,Máximo,76.4
Espírito Santo,2020,Mínimo,58.2
Espírito Santo,2020,25 percentil,72.75
Espírito Santo,2020,Mediana,79.95
Espírito Santo,2020,75 percentil,83.775
Espírito Santo,2020,Máximo,91.4
Goiás,2020,Mínimo,52.3
Goiás,2020,25 percentil,70.35
Goiás,2020,Mediana,77.6
Goiás,2020,75 percentil,81.475
Goiás,2020,Máximo,90.1
Maranhão,2020,Mínimo,13.1
Maranhão,2020,25 percentil,47.025
Maranhão,2020,Mediana,56.2
Maranhão,2020,75 percentil,64.7
Maranhão,2020,Máximo,89.3
Mato Grosso,2020,Mínimo,42.4
Mato Grosso,2020,25 percentil,68.4
Mato Grosso,2020,Mediana,73.5
Mato Grosso,2020,75 percentil,80.2
Mato Grosso,2020,Máximo,92.1
Mato Grosso do Sul,2020,Mínimo,42.1
Mato Grosso do Sul,2020,25 percentil,65.45
Mato Grosso do Sul,2020,Mediana,72.6
Mato Grosso do Sul,2020,75 percentil,78.5
Mato Grosso do Sul,2020,Máximo,90.2
Minas Gerais,2020,Mínimo,55.7
Minas Gerais,2020,25 percentil,77.325
Minas Gerais,2020,Mediana,81.55
Minas Gerais,2020,75 percentil,85.275
Minas Gerais,2020,Máximo,95.2
Paraná,2020,Mínimo,53.3
Paraná,2020,25 percentil,78.6
Paraná,2020,Mediana,83.5
Paraná,2020,75 percentil,87.6
Paraná,2020,Máximo,96.6
Paraíba,2020,Mínimo,53.6
Paraíba,2020,25 percentil,71
Paraíba,2020,Mediana,77.7
Paraíba,2020,75 percentil,83.7
Paraíba,2020,Máximo,91.5
Pará,2020,Mínimo,11.5
Pará,2020,25 percentil,42.55
Pará,2020,Mediana,54.9
Pará,2020,75 percentil,62
Pará,2020,Máximo,83
Pernambuco,2020,Mínimo,49
Pernambuco,2020,25 percentil,71.125
Pernambuco,2020,Mediana,76.15
Pernambuco,2020,75 percentil,79.8
Pernambuco,2020,Máximo,90.3
Piauí,2020,Mínimo,42.6
Piauí,2020,25 percentil,58.15
Piauí,2020,Mediana,63.75
Piauí,2020,75 percentil,71.15
Piauí,2020,Máximo,81.8
Rio Grande do Norte,2020,Mínimo,57.1
Rio Grande do Norte,2020,25 percentil,70.6
Rio Grande do Norte,2020,Mediana,76.7
Rio Grande do Norte,2020,75 percentil,81.65
Rio Grande do Norte,2020,Máximo,94.4
Rio Grande do Sul,2020,Mínimo,55.3
Rio Grande do Sul,2020,25 percentil,74.725
Rio Grande do Sul,2020,Mediana,79.9
Rio Grande do Sul,2020,75 percentil,84.75
Rio Grande do Sul,2020,Máximo,94.5
Rio de Janeiro,2020,Mínimo,53.5
Rio de Janeiro,2020,25 percentil,69.8
Rio de Janeiro,2020,Mediana,75.4
Rio de Janeiro,2020,75 percentil,80.125
Rio de Janeiro,2020,Máximo,94.9
Rondônia,2020,Mínimo,40.6
Rondônia,2020,25 percentil,74.2
Rondônia,2020,Mediana,78
Rondônia,2020,75 percentil,80.7
Rondônia,2020,Máximo,87.8
Roraima,2020,Mínimo,18.9
Roraima,2020,25 percentil,28.95
Roraima,2020,Mediana,43.1
Roraima,2020,75 percentil,55.45
Roraima,2020,Máximo,62.5
Santa Catarina,2020,Mínimo,53
Santa Catarina,2020,25 percentil,76.6
Santa Catarina,2020,Mediana,80.2
Santa Catarina,2020,75 percentil,83.7
Santa Catarina,2020,Máximo,91.5
Sergipe,2020,Mínimo,48.4
Sergipe,2020,25 percentil,61.8
Sergipe,2020,Mediana,67.4
Sergipe,2020,75 percentil,73.025
Sergipe,2020,Máximo,81.7
São Paulo,2020,Mínimo,61.5
São Paulo,2020,25 percentil,78.425
São Paulo,2020,Mediana,82.4
São Paulo,2020,75 percentil,85.7
São Paulo,2020,Máximo,97.5
Tocantins,2020,Mínimo,41.5
Tocantins,2020,25 percentil,62.7
Tocantins,2020,Mediana,68.9
Tocantins,2020,75 percentil,76
Tocantins,2020,Máximo,86.4
Acre,2021,Mínimo,27
Acre,2021,25 percentil,41.8
Acre,2021,Mediana,59.2
Acre,2021,75 percentil,65.725
Acre,2021,Máximo,79.7
Alagoas,2021,Mínimo,59.2
Alagoas,2021,25 percentil,72.75
Alagoas,2021,Mediana,76.9
Alagoas,2021,75 percentil,81.225
Alagoas,2021,Máximo,92.7
Amapá,2021,Mínimo,36.5
Amapá,2021,25 percentil,39.725
Amapá,2021,Mediana,48.75
Amapá,2021,75 percentil,56.275
Amapá,2021,Máximo,59.1
Amazonas,2021,Mínimo,30.6
Amazonas,2021,25 percentil,46.25
Amazonas,2021,Mediana,54.4
Amazonas,2021,75 percentil,58.825
Amazonas,2021,Máximo,86.6
Bahia,2021,Mínimo,49.2
Bahia,2021,25 percentil,66.8
Bahia,2021,Mediana,72.3
Bahia,2021,75 percentil,77.8
Bahia,2021,Máximo,96
Ceará,2021,Mínimo,62.4
Ceará,2021,25 percentil,77.025
Ceará,2021,Mediana,81.4
Ceará,2021,75 percentil,85.15
Ceará,2021,Máximo,91.8
Distrito Federal,2021,Mínimo,77.7
Distrito Federal,2021,25 percentil,77.7
Distrito Federal,2021,Mediana,77.7
Distrito Federal,2021,75 percentil,77.7
Distrito Federal,2021,Máximo,77.7
Espírito Santo,2021,Mínimo,63.2
Espírito Santo,2021,25 percentil,74.1
Espírito Santo,2021,Mediana,80.1
Espírito Santo,2021,75 percentil,84.1
Espírito Santo,2021,Máximo,90
Goiás,2021,Mínimo,55.5
Goiás,2021,25 percentil,73.9
Goiás,2021,Mediana,78.5
Goiás,2021,75 percentil,82.4
Goiás,2021,Máximo,96.4
Maranhão,2021,Mínimo,24.2
Maranhão,2021,25 percentil,52.45
Maranhão,2021,Mediana,59.4
Maranhão,2021,75 percentil,65.775
Maranhão,2021,Máximo,91.3
Mato Grosso,2021,Mínimo,38.3
Mato Grosso,2021,25 percentil,69.375
Mato Grosso,2021,Mediana,76.65
Mato Grosso,2021,75 percentil,83
Mato Grosso,2021,Máximo,90.8
Mato Grosso do Sul,2021,Mínimo,49.1
Mato Grosso do Sul,2021,25 percentil,69.6
Mato Grosso do Sul,2021,Mediana,73.4
Mato Grosso do Sul,2021,75 percentil,80.05
Mato Grosso do Sul,2021,Máximo,89.8
Minas Gerais,2021,Mínimo,57.4
Minas Gerais,2021,25 percentil,77.175
Minas Gerais,2021,Mediana,81.65
Minas Gerais,2021,75 percentil,85.9
Minas Gerais,2021,Máximo,95.9
Paraná,2021,Mínimo,60.4
Paraná,2021,25 percentil,81.25
Paraná,2021,Mediana,84.9
Paraná,2021,75 percentil,88.2
Paraná,2021,Máximo,96.3
Paraíba,2021,Mínimo,57
Paraíba,2021,25 percentil,74.025
Paraíba,2021,Mediana,81.9
Paraíba,2021,75 percentil,86.075
Paraíba,2021,Máximo,93.2
Pará,2021,Mínimo,17.9
Pará,2021,25 percentil,49
Pará,2021,Mediana,59.6
Pará,2021,75 percentil,67.3
Pará,2021,Máximo,88.5
Pernambuco,2021,Mínimo,58.9
Pernambuco,2021,25 percentil,74
Pernambuco,2021,Mediana,78.8
Pernambuco,2021,75 percentil,81.8
Pernambuco,2021,Máximo,93.2
Piauí,2021,Mínimo,44.1
Piauí,2021,25 percentil,61.95
Piauí,2021,Mediana,70.15
Piauí,2021,75 percentil,75
Piauí,2021,Máximo,82.8
Rio Grande do Norte,2021,Mínimo,60.4
Rio Grande do Norte,2021,25 percentil,74.2
Rio Grande do Norte,2021,Mediana,78.55
Rio Grande do Norte,2021,75 percentil,84.85
Rio Grande do Norte,2021,Máximo,92.4
Rio Grande do Sul,2021,Mínimo,57.6
Rio Grande do Sul,2021,25 percentil,76.9
Rio Grande do Sul,2021,Mediana,81.55
Rio Grande do Sul,2021,75 percentil,85.9
Rio Grande do Sul,2021,Máximo,93.2
Rio de Janeiro,2021,Mínimo,60.2
Rio de Janeiro,2021,25 percentil,69.575
Rio de Janeiro,2021,Mediana,76.4
Rio de Janeiro,2021,75 percentil,81.275
Rio de Janeiro,2021,Máximo,93.8
Rondônia,2021,Mínimo,46.8
Rondônia,2021,25 percentil,74.7
Rondônia,2021,Mediana,79.05
Rondônia,2021,75 percentil,82.825
Rondônia,2021,Máximo,85.8
Roraima,2021,Mínimo,29
Roraima,2021,25 percentil,33.225
Roraima,2021,Mediana,49.35
Roraima,2021,75 percentil,59.475
Roraima,2021,Máximo,67.7
Santa Catarina,2021,Mínimo,59.5
Santa Catarina,2021,25 percentil,77.325
Santa Catarina,2021,Mediana,81.05
Santa Catarina,2021,75 percentil,84.9
Santa Catarina,2021,Máximo,91.8
Sergipe,2021,Mínimo,55.2
Sergipe,2021,25 percentil,67
Sergipe,2021,Mediana,71.6
Sergipe,2021,75 percentil,73.825
Sergipe,2021,Máximo,85.7
São Paulo,2021,Mínimo,65
São Paulo,2021,25 percentil,79.5
São Paulo,2021,Mediana,83.1
São Paulo,2021,75 percentil,86.9
São Paulo,2021,Máximo,97.1
Tocantins,2021,Mínimo,55.4
Tocantins,2021,25 percentil,66.8
Tocantins,2021,Mediana,72.7
Tocantins,2021,75 percentil,76.15
Tocantins,2021,Máximo,87
Acre,2022,Mínimo,26.6
Acre,2022,25 percentil,45.95
Acre,2022,Mediana,60.3
Acre,2022,75 percentil,64.15
Acre,2022,Máximo,75.3
Alagoas,2022,Mínimo,57.9
Alagoas,2022,25 percentil,74.1
Alagoas,2022,Mediana,79.5
Alagoas,2022,75 percentil,82.2
Alagoas,2022,Máximo,91
Amapá,2022,Mínimo,41
Amapá,2022,25 percentil,51
Amapá,2022,Mediana,52.2
Amapá,2022,75 percentil,58.875
Amapá,2022,Máximo,65.7
Amazonas,2022,Mínimo,32
Amazonas,2022,25 percentil,52.125
Amazonas,2022,Mediana,57.3
Amazonas,2022,75 percentil,63.175
Amazonas,2022,Máximo,93.3
Bahia,2022,Mínimo,50.6
Bahia,2022,25 percentil,70
Bahia,2022,Mediana,74.3
Bahia,2022,75 percentil,78.8
Bahia,2022,Máximo,93.1
Ceará,2022,Mínimo,67.8
Ceará,2022,25 percentil,78.825
Ceará,2022,Mediana,82.65
Ceará,2022,75 percentil,86.175
Ceará,2022,Máximo,94.7
Distrito Federal,2022,Mínimo,76.4
Distrito Federal,2022,25 percentil,76.4
Distrito Federal,2022,Mediana,76.4
Distrito Federal,2022,75 percentil,76.4
Distrito Federal,2022,Máximo,76.4
Espírito Santo,2022,Mínimo,67.5
Espírito Santo,2022,25 percentil,77.675
Espírito Santo,2022,Mediana,81.55
Espírito Santo,2022,75 percentil,84.4
Espírito Santo,2022,Máximo,91.5
Goiás,2022,Mínimo,60.7
Goiás,2022,25 percentil,73.3
Goiás,2022,Mediana,77.7
Goiás,2022,75 percentil,83.2
Goiás,2022,Máximo,91.9
Maranhão,2022,Mínimo,40.4
Maranhão,2022,25 percentil,58.95
Maranhão,2022,Mediana,66.7
Maranhão,2022,75 percentil,73
Maranhão,2022,Máximo,93.9
Mato Grosso,2022,Mínimo,30.2
Mato Grosso,2022,25 percentil,70.45
Mato Grosso,2022,Mediana,75.9
Mato Grosso,2022,75 percentil,82.2
Mato Grosso,2022,Máximo,92.1
Mato Grosso do Sul,2022,Mínimo,44.2
Mato Grosso do Sul,2022,25 percentil,69.175
Mato Grosso do Sul,2022,Mediana,75.6
Mato Grosso do Sul,2022,75 percentil,79.75
Mato Grosso do Sul,2022,Máximo,90
Minas Gerais,2022,Mínimo,59.3
Minas Gerais,2022,25 percentil,78.2
Minas Gerais,2022,Mediana,82
Minas Gerais,2022,75 percentil,86.15
Minas Gerais,2022,Máximo,96.8
Paraná,2022,Mínimo,62.2
Paraná,2022,25 percentil,79.75
Paraná,2022,Mediana,84.8
Paraná,2022,75 percentil,88.5
Paraná,2022,Máximo,96.6
Paraíba,2022,Mínimo,60.2
Paraíba,2022,25 percentil,76.75
Paraíba,2022,Mediana,83.05
Paraíba,2022,75 percentil,87.15
Paraíba,2022,Máximo,94.1
Pará,2022,Mínimo,21.1
Pará,2022,25 percentil,52.95
Pará,2022,Mediana,62.3
Pará,2022,75 percentil,71.6
Pará,2022,Máximo,86.4
Pernambuco,2022,Mínimo,61.9
Pernambuco,2022,25 percentil,74
Pernambuco,2022,Mediana,78.55
Pernambuco,2022,75 percentil,82.525
Pernambuco,2022,Máximo,92.3
Piauí,2022,Mínimo,56.9
Piauí,2022,25 percentil,66.9
Piauí,2022,Mediana,73.45
Piauí,2022,75 percentil,77.8
Piauí,2022,Máximo,87
Rio Grande do Norte,2022,Mínimo,53.6
Rio Grande do Norte,2022,25 percentil,74.975
Rio Grande do Norte,2022,Mediana,79.6
Rio Grande do Norte,2022,75 percentil,83.3
Rio Grande do Norte,2022,Máximo,90.6
Rio Grande do Sul,2022,Mínimo,49.7
Rio Grande do Sul,2022,25 percentil,76.1
Rio Grande do Sul,2022,Mediana,81.4
Rio Grande do Sul,2022,75 percentil,86
Rio Grande do Sul,2022,Máximo,93.9
Rio de Janeiro,2022,Mínimo,56.9
Rio de Janeiro,2022,25 percentil,72.975
Rio de Janeiro,2022,Mediana,77.55
Rio de Janeiro,2022,75 percentil,81.2
Rio de Janeiro,2022,Máximo,93.2
Rondônia,2022,Mínimo,42.1
Rondônia,2022,25 percentil,75.45
Rondônia,2022,Mediana,80.55
Rondônia,2022,75 percentil,82.75
Rondônia,2022,Máximo,91.8
Roraima,2022,Mínimo,22
Roraima,2022,25 percentil,31.65
Roraima,2022,Mediana,53.6
Roraima,2022,75 percentil,60.65
Roraima,2022,Máximo,68.9
Santa Catarina,2022,Mínimo,50
Santa Catarina,2022,25 percentil,77.8
Santa Catarina,2022,Mediana,80.7
Santa Catarina,2022,75 percentil,84.5
Santa Catarina,2022,Máximo,92.8
Sergipe,2022,Mínimo,60.2
Sergipe,2022,25 percentil,70.35
Sergipe,2022,Mediana,73.2
Sergipe,2022,75 percentil,77.75
Sergipe,2022,Máximo,87.4
São Paulo,2022,Mínimo,63.5
São Paulo,2022,25 percentil,79.4
São Paulo,2022,Mediana,83.3
São Paulo,2022,75 percentil,86.8
São Paulo,2022,Máximo,95
Tocantins,2022,Mínimo,48.8
Tocantins,2022,25 percentil,70.525
Tocantins,2022,Mediana,74.1
Tocantins,2022,75 percentil,77.525
Tocantins,2022,Máximo,88.5
Acre,2023,Mínimo,32.4
Acre,2023,25 percentil,49.7
Acre,2023,Mediana,56.85
Acre,2023,75 percentil,60.2
Acre,2023,Máximo,73.8
Alagoas,2023,Mínimo,67.9
Alagoas,2023,25 percentil,77.9
Alagoas,2023,Mediana,82.45
Alagoas,2023,75 percentil,86.675
Alagoas,2023,Máximo,92.2
Amapá,2023,Mínimo,44.4
Amapá,2023,25 percentil,51.8
Amapá,2023,Mediana,53.8
Amapá,2023,75 percentil,60.85
Amapá,2023,Máximo,65.7
Amazonas,2023,Mínimo,27.4
Amazonas,2023,25 percentil,56.325
Amazonas,2023,Mediana,61.35
Amazonas,2023,75 percentil,66.4
Amazonas,2023,Máximo,87.6
Bahia,2023,Mínimo,57.2
Bahia,2023,25 percentil,71.5
Bahia,2023,Mediana,76.2
Bahia,2023,75 percentil,81.05
Bahia,2023,Máximo,94.2
Ceará,2023,Mínimo,70.3
Ceará,2023,25 percentil,81.8
Ceará,2023,Mediana,85.45
Ceará,2023,75 percentil,88.075
Ceará,2023,Máximo,96.1
Distrito Federal,2023,Mínimo,77.6
Distrito Federal,2023,25 percentil,77.6
Distrito Federal,2023,Mediana,77.6
Distrito Federal,2023,75 percentil,77.6
Distrito Federal,2023,Máximo,77.6
Espírito Santo,2023,Mínimo,69.4
Espírito Santo,2023,25 percentil,77.775
Espírito Santo,2023,Mediana,82.1
Espírito Santo,2023,75 percentil,84.975
Espírito Santo,2023,Máximo,89.3
Goiás,2023,Mínimo,64.8
Goiás,2023,25 percentil,75.15
Goiás,2023,Mediana,80.3
Goiás,2023,75 percentil,84.6
Goiás,2023,Máximo,97.3
Maranhão,2023,Mínimo,41.9
Maranhão,2023,25 percentil,63.15
Maranhão,2023,Mediana,71.6
Maranhão,2023,75 percentil,77.25
Maranhão,2023,Máximo,93.9
Mato Grosso,2023,Mínimo,43.1
Mato Grosso,2023,25 percentil,72.75
Mato Grosso,2023,Mediana,78.75
Mato Grosso,2023,75 percentil,83.1
Mato Grosso,2023,Máximo,93.2
Mato Grosso do Sul,2023,Mínimo,58.9
Mato Grosso do Sul,2023,25 percentil,73.75
Mato Grosso do Sul,2023,Mediana,78.3
Mato Grosso do Sul,2023,75 percentil,81.9
Mato Grosso do Sul,2023,Máximo,90
Minas Gerais,2023,Mínimo,62.8
Minas Gerais,2023,25 percentil,80.075
Minas Gerais,2023,Mediana,84
Minas Gerais,2023,75 percentil,87.425
Minas Gerais,2023,Máximo,95.6
Paraná,2023,Mínimo,64.9
Paraná,2023,25 percentil,82.725
Paraná,2023,Mediana,86.7
Paraná,2023,75 percentil,89.7
Paraná,2023,Máximo,98.5
Paraíba,2023,Mínimo,63.6
Paraíba,2023,25 percentil,79.05
Paraíba,2023,Mediana,83.1
Paraíba,2023,75 percentil,88.025
Paraíba,2023,Máximo,94.6
Pará,2023,Mínimo,21.8
Pará,2023,25 percentil,56.275
Pará,2023,Mediana,65.25
Pará,2023,75 percentil,73.175
Pará,2023,Máximo,96.6
Pernambuco,2023,Mínimo,63.1
Pernambuco,2023,25 percentil,76
Pernambuco,2023,Mediana,79.7
Pernambuco,2023,75 percentil,83.7
Pernambuco,2023,Máximo,90.9
Piauí,2023,Mínimo,56
Piauí,2023,25 percentil,72.25
Piauí,2023,Mediana,75.3
Piauí,2023,75 percentil,78.6
Piauí,2023,Máximo,89.3
Rio Grande do Norte,2023,Mínimo,68.3
Rio Grande do Norte,2023,25 percentil,77.1
Rio Grande do Norte,2023,Mediana,81.4
Rio Grande do Norte,2023,75 percentil,86.55
Rio Grande do Norte,2023,Máximo,93.9
Rio Grande do Sul,2023,Mínimo,59.2
Rio Grande do Sul,2023,25 percentil,78.05
Rio Grande do Sul,2023,Mediana,83.2
Rio Grande do Sul,2023,75 percentil,86.85
Rio Grande do Sul,2023,Máximo,94.1
Rio de Janeiro,2023,Mínimo,60.8
Rio de Janeiro,2023,25 percentil,73.75
Rio de Janeiro,2023,Mediana,79.85
Rio de Janeiro,2023,75 percentil,84.9
Rio de Janeiro,2023,Máximo,92.4
Rondônia,2023,Mínimo,46.4
Rondônia,2023,25 percentil,78.9
Rondônia,2023,Mediana,82
Rondônia,2023,75 percentil,85.2
Rondônia,2023,Máximo,92.7
Roraima,2023,Mínimo,21.6
Roraima,2023,25 percentil,32.2
Roraima,2023,Mediana,51.25
Roraima,2023,75 percentil,64.85
Roraima,2023,Máximo,71.8
Santa Catarina,2023,Mínimo,58.7
Santa Catarina,2023,25 percentil,78
Santa Catarina,2023,Mediana,81.9
Santa Catarina,2023,75 percentil,86.1
Santa Catarina,2023,Máximo,92.7
Sergipe,2023,Mínimo,62.4
Sergipe,2023,25 percentil,73.4
Sergipe,2023,Mediana,77.85
Sergipe,2023,75 percentil,81.425
Sergipe,2023,Máximo,91.4
São Paulo,2023,Mínimo,65.2
São Paulo,2023,25 percentil,81.1
São Paulo,2023,Mediana,84.7
São Paulo,2023,75 percentil,87.9
São Paulo,2023,Máximo,96.1
Tocantins,2023,Mínimo,60.6
Tocantins,2023,25 percentil,72.3
Tocantins,2023,Mediana,75.4
Tocantins,2023,75 percentil,79.9
Tocantins,2023,Máximo,84.8
